,method,time_no_tsr_sec,time_tsr_sec,total_time_per_ex,total_runtime_min
0,GRAD,0.005122661590576172,0.27011704444885254,0.2752397060394287,0.5596540689468383
1,IG,0.10326814651489258,53.301851749420166,53.40511989593506,108.59041045506795
2,GS,0.00380706787109375,1.19691801071167,1.2007250785827637,2.4414743264516194
3,DL,0.0029540061950683594,1.4653229713439941,1.4682769775390625,2.9854965209960938
4,DLS,0.00847005844116211,4.249861001968384,4.258331060409546,8.65860648949941
5,SG,0.00507807731628418,1.2767221927642822,1.2818002700805664,2.606327215830485
6,FA,0.18320512771606445,87.92103695869446,88.10424208641052,179.14529224236807
7,FO,0.16799306869506836,91.47036099433899,91.63835406303406,186.33131992816925
